Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Mg_ecut55_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,55,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,55,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,55,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,55,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,55,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,55,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut55_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,55,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut55_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,55,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,60,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,60,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut60_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,60,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut60_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,60,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,65,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,65,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut65_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,65,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut65_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,65,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
