Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Mg_ecut70_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,70,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,70,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut70_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,70,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut70_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,70,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,75,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,75,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut75_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,75,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut75_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,75,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,80,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,80,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut80_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,80,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut80_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,80,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
